Report Id  , Line Count , Name 
00O36000006wQSYEA2  , 398 ,  Digital Leads by Community - Aggregate
00O36000006wQSZEA2  , 8 ,  Digital Leads by Community Day of Week
00O36000006wQSaEAM  , 1097 ,  Digital Leads by Community - Lennar.com
00O36000006wQSbEAM  , 11 ,  Digital Leads by Community - Other
00O36000006wQScEAM  , 9 ,  Digital Leads by Community - Social
00O36000006wQSdEAM  , 123 ,  Email Subject Open Rates
00O36000006wQSeEAM  , 8 ,  Interaction History Conversion
00O36000006wQSfEAM  , 1546 ,  Internet Lead Conversion by ISC
00O36000006wQSgEAM  , 1500 ,  Internet Leads to Sales with Source Type
00O36000006wQShEAM  , 6912 ,  Internet Leads to Internet Sales
00O36000006wQSiEAM  , 4853 ,  Internet Traffic by Source Type (Comm)
00O36000006wQSjEAM  , 4853 ,  Internet Traffic by Source Type (Div)
00O36000006wQSkEAM  , 162 ,  Lead SF Email History
00O36000006wQSlEAM  , 22601 ,  Lead Volume By Day Part
00O36000006wQSmEAM  , 18226 ,  Neglected Leads (No Autoresponses)
00O36000006wQSnEAM  , 6863 ,  Leads to Sales with Source Type
00O36000006wQSoEAM  , 8 ,  List Health - Email Opt Outs
00O36000006wQSpEAM  , 32988 ,  Neglected Contacts (No Autoresponses)
00O36000006wQSqEAM  , 1500 ,  Weekly Internet Leads - All
00O36000006wQSrEAM  , 28 ,  Weekly Internet Leads - Aggregate Sites
00O36000006wQSsEAM  , 50 ,  Weekly Internet Leads - Lennar.com
00O36000006wQStEAM  , 8 ,  Weekly Internet Leads - Other
00O36000006wQSuEAM  , 9 ,  Weekly Internet Leads - Social Media
00O36000006wQU7EAM  , 8 ,  Email Campaign Reporting
00O36000006wQU8EAM  , 572 ,  Lead to Oppty Conversion by Email Name
00O36000005GiMeEAK  , 129 ,  Available Inventory
00O36000005GiNcEAK  , 8 ,  Monthly Sales
00O36000005GiP9EAK  , 155 ,  Realtor: # of sales per realtor
00O36000005GiPYEA0  , 966 ,  Referral Sales
00O36000005GiQ2EAK  , 2099 ,  JAX - Contacts - Initial Visit
00O36000005GiQMEA0  , 78 ,  JAX - Contacts - Sold/Closed
00O36000005GmjnEAC  , 476 ,  Homes Under Construction
00O36000005GmwXEAS  , 129 ,  Inventory report Jan 23 2017
00O36000005G7N1EAK  , 8 ,  JAX NHC Sales
00O36000006tBwnEAE  , 317 ,  JAX NHC Sales Leaderboard
00O36000006wQSxEAM  , 8 ,  My Appointments (NHC)
00O36000006wQSyEAM  , 8 ,  My Historical Pipeline Report (NHC)
00O36000006wQSzEAM  , 8 ,  My Sales Funnel (NHC)
00O36000006wQT0EAM  , 8 ,  My Sold Backlog Report (NHC)
00O36000006wQT1EAM  , 8 ,  Sold vs Closed Report (NHC)
00O36000006wQT2EAM  , 868 ,  Sold Opportunity Traffic Type (NHC)
00O36000006wRoZEAU  , 228 ,  JAX YTD Sales
00O36000001UGZaEAO  , 34109 ,  # of Accounts
00O36000005Fq9AEAS  , 8 ,  Opportunities without Ratings
00O36000007EPxdEAG  , 99651 ,  Activity Summary
00O36000007EPylEAG  , 1956 ,  Tasks and Events
00O36000007EaRvEAK  , 9560 ,  Contact Photo Report
00O36000007Dg33EAC  , 53463 ,  All Activity by Month by NHC
00O36000007Dg3NEAS  , 64049 ,  Activities by NHC
00O36000007Dg3hEAC  , 314 ,  NHC Activities for the Past 90 Days
00O36000005H5vQEAS  , 27710 ,  Division and Accounts
00O36000005H7ocEAC  , 5010 ,  Homesites and Business Unit Region
00O36000005H8N9EAK  , 35306 ,  Homesite Region Division and Case Div
00O36000007E2h2EAC  , 9807 ,  JAX Communities List
00O36000007E2hHEAS  , 135 ,  Communities Listing
00O36000007E9LmEAK  , 56786 ,  Traffic by NHC Ryan Test
00O36000005HFVREA4  , 1779 ,  Region Division and Business Units
00O36000005HHGEEA4  , 2946 ,  Mateen Report
00O36000005HT7TEAW  , 400 ,  Login Leaderboard
00O36000005HT7dEAG  , 93 ,  User Leaderbpard
00O36000006wQT3EAM  , 541 ,  Active Users
00O36000006wQT4EAM  , 897 ,  Admin Incomplete Broker Records Report
00O36000006wQT5EAM  , 897 ,  Admin Incomplete Broker Summary Report
00O36000006wQT6EAM  , 519 ,  Admin Incomplete Realtor Records Report
00O36000006wQT7EAM  , 519 ,  Admin Incomplete Realtor Summary Report
00O36000006wQT8EAM  , 1138 ,  Admin Non-Ratified Visibility Report
00O36000006wQT9EAM  , 4010 ,  Completed Activities
00O36000006wQTAEA2  , 12 ,  Custom Reports by User
00O36000006wQTBEA2  , 8 ,  Admin Duplicate Record Check Report (Acc
00O36000006wQTCEA2  , 13 ,  Duplicate Check (Contacts)
00O36000006wQTDEA2  , 8 ,  Duplicate Check (Leads)
00O36000006wQTEEA2  , 8 ,  Duplicate Check (Opportunities)
00O36000006wQTFEA2  , 13 ,  Report Last Modified By
00O36000006wQTGEA2  , 8 ,  Lead and Opportunity Volume Report
00O36000006wQTHEA2  , 400 ,  Login Leaderboard
00O36000006wQTIEA2  , 400 ,  Login Wall of Shame
00O36000006wQTJEA2  , 1285 ,  # of Open Tasks
00O36000006wQTKEA2  , 35334 ,  # of Cases
00O36000005HXE0EAO  , 1036 ,  Laura1 ActivePA
00O36000006wQTLEA2  , 45305 ,  # of Contacts
00O36000006wQTMEA2  , 106 ,  # of Documents
00O36000006wQTNEA2  , 22605 ,  # of Leads
00O36000006wQTOEA2  , 792 ,  # of Opportunities
00O36000006wQTPEA2  , 1010 ,  # of Reports
00O36000006wQTQEA2  , 117504 ,  # of Tasks and Activities
00O36000006wQTREA2  , 104 ,  Users Logged In
00O36000005GTrLEAW  , 254 ,  JAX Available Inventory Report
00O36000006tIldEAE  , 46 ,  Closed Homes by Community
00O36000006wQTSEA2  , 13048 ,  Company Sales Funnel
00O36000006wQTTEA2  , 8 ,  Source Volume Report
00O36000006wQTUEA2  , 108 ,  Traffic Report
00O36000005HVzrEAG  , 8 ,  Docusign Cases by Division
00O36000006wVQZEA2  , 3984 ,  Average Days to Complete
00O36000006wVQaEAM  , 3984 ,  Average Days to Complete by Sender
00O36000006wVQbEAM  , 3984 ,  Average Hours to Complete
00O36000006wVQcEAM  , 3984 ,  Average Hours to Complete by Sender
00O36000006wVQdEAM  , 3984 ,  Average Minutes to Complete
00O36000006wVQeEAM  , 3984 ,  Average Minutes to Complete by Sender
00O36000006wVQfEAM  , 21 ,  Envelope Events This Month
00O36000006wVQgEAM  , 21 ,  Envelope Events This Quarter
00O36000006wVQhEAM  , 513 ,  Envelope Events YTD
00O36000006wVQiEAM  , 513 ,  Envelopes by Sender YTD
00O36000006wVQjEAM  , 21 ,  Envelopes by Sender this Month
00O36000006wVQkEAM  , 513 ,  Envelopes by Sender this Quarter
00O36000006wVQlEAM  , 676 ,  In Progress Envelopes
00O36000006wVQmEAM  , 667 ,  In Progress Envelopes Older than 72 Hour
00O36000006wVQnEAM  , 6019 ,  Percent Complete by Sender
00O36000006wVQoEAM  , 3984 ,  Top Closers
00O36000006wVQpEAM  , 6019 ,  Top Senders
00O36000006dMhzEAE  , 14244 ,  Smoke Test - Interaction History 2
00O36000006dIqdEAE  , 11603 ,  Smoke Test - Leads
00O36000006dIsAEAU  , 19 ,  Smoke Test - Interaction History
00O36000006dIsUEAU  , 6385 ,  Smoke Test - Accounts
00O36000006dItDEAU  , 8328 ,  Smoke Test - Contacts
00O36000006dItrEAE  , 1419 ,  Smoke Test - Homesites
00O36000006dIuQEAU  , 12115 ,  Smoke Test - Customer Addresses
00O36000006dIvYEAU  , 20866 ,  Smoke Test - Milestone History
00O36000006dJ5OEAU  , 35306 ,  Smoke Test - Case
00O36000006wXOpEAM  , 8299 ,  Smoke Test - Opportunities
00O36000006dMAHEA2  , 8 ,  U - None@Lennar.com Contactable Leads
00O36000006dMAbEAM  , 8 ,  None@Lennar.com Non-Contactable Leads
00O36000006dMBFEA2  , 8 ,  U - None@Lennar.com Contactable Contacts
00O36000006dMCIEA2  , 8 ,  None@Lennar.com Non-Contactable Contacts
00O36000006dMD1EAM  , 8 ,  None@Lennar.com  Contact Records
00O36000006dMDuEAM  , 8 ,  None@Lennar.com Leads
00O36000005G25YEAS  , 8 ,  Attached Documents - Cases
00O36000005G262EAC  , 8 ,  NONDocusign Case Attachments
00O36000005G26CEAS  , 8 ,  Attached Documents - Homesites
00O36000005G26HEAS  , 8 ,  Attached Documents - Opportunities
00O36000006dMLtEAM  , 6042 ,  User - Count Summary
00O36000006dMMSEA2  , 8 ,  Division - Count Summary
00O36000006dMMcEAM  , 43 ,  Plan - Count Summary
00O36000006dMMrEAM  , 8 ,  Elevation - Count Summary
00O36000006dMN1EAM  , 8 ,  Homesite - Count Summary
00O36000006dMNGEA2  , 27710 ,  Account by Record Type - Count Summary
00O36000006dMNfEAM  , 8 ,  Lead - Count Summary
00O36000006dMNuEAM  , 31344 ,  Opportunity - Count Summary
00O36000006dMOOEA2  , 8977 ,  Payment - Count Summary
00O36000006dMOTEA2  , 8 ,  Milestone History - Count Summary
00O36000006dMOdEAM  , 8 ,  Case & Case Item - Count Summary
00O36000006dMOnEAM  , 8 ,  Interaction History - Count Summary
00O36000006dMOxEAM  , 8 ,  Attached Document - Count Summary
00O36000006dMP7EAM  , 8 ,  Activities - Count Summary
00O36000006dMSuEAM  , 6042 ,  Migrated User Records
00O36000006dMV5EAM  , 32992 ,  Contact by Oracle Id for Asad
00O36000006dMVAEA2  , 26279 ,  Account By Oracle
00O36000006dMXVEA2  , 11 ,  Contacts - Count Summary
00O36000007EcdQEAS  , 8 ,  Data Migration Validation R3 Open Cases
00O36000005H9t1EAC  , 8 ,  R3 Open Cases
00O36000005HBZ9EAO  , 8 ,  Accounts - Count Summary
00O36000005HBZAEA4  , 8 ,  Activities - Count Summary By Events
00O36000005HBZBEA4  , 8 ,  Activities - Count Summary By Tasks
00O36000005HBZCEA4  , 1624 ,  Community - Count Summary
00O36000005HBZDEA4  , 34109 ,  JAX - Accounts - Count Summary
00O36000005HBZEEA4  , 9687 ,  JAX-Activities - Count Summary By Events
00O36000005HBZFEA4  , 107825 ,  JAX-Activities - Count Summary By Tasks
00O36000005HBZGEA4  , 8 ,  JAX - Attached Documents - Cases
00O36000005HBZHEA4  , 5010 ,  JAX - Attached Documents - Homesites
00O36000005HBZIEA4  , 5821 ,  JAX - Attached Documents - Opportunities
00O36000005HBZJEA4  , 35334 ,  JAX - Case & Case Item - Count Summary
00O36000005HBZKEA4  , 1754 ,  JAX - Community - Count Summary
00O36000005HBZLEA4  , 48408 ,  JAX - Contacts - Count Summary
00O36000005HBZMEA4  , 44 ,  JAX - Division - Count Summary
00O36000005HBZNEA4  , 3535 ,  JAX - Elevation - Count Summary
00O36000005HBZOEA4  , 9820 ,  JAX - Homesite - Count Summary
00O36000005HBZPEA4  , 38611 ,  JAX-Interaction History - Count Summary
00O36000005HBZQEA4  , 22605 ,  JAX - Lead - Count Summary
00O36000005HBZREA4  , 20866 ,  JAX - Milestone History - Count Summary
00O36000005HBZSEA4  , 39635 ,  JAX - Opportunity - Count Summary
00O36000005HBZTEA4  , 8977 ,  JAX - Payment - Count Summary
00O36000005HBZUEA4  , 1573 ,  JAX - Plan - Count SUmmary
00O36000005HBZVEA4  , 56491 ,  Opportunity Contact Role
00O36000005HBZWEA4  , 8 ,  Opportunity - Count Summary
00O36000005HBZXEA4  , 8 ,  Payment - Count Summary
00O36000005HBZYEA4  , 8 ,  Plan - Count SUmmary
00O36000007DlvzEAC  , 319 ,  Appointments Set and Kept by Owner
